term_1,term_2,co_occurrences,freq_term_1,freq_term_2,npmi
amine,substitute,3,44,40,0.4941
cathode,bifurcate,3,440,4,0.4941
noise,hear,4,301,9,0.494
anchor,fasten,39,144,565,0.494
waterflow,regulate,2,2,481,0.494
communicating,regulate,2,2,481,0.494
collision,collide,11,104,118,0.494
chip,grind,6,68,73,0.494
utility,ease,3,147,12,0.4939
transportation,rake,2,107,9,0.4939
epoxide,disclose,3,6,294,0.4939
thread,cement,3,147,12,0.4939
harvester,perforate,2,4,241,0.4938
circuit,repressurise,6,830,6,0.4937
pd,accelerate,2,5,193,0.4937
boron,bubble,3,61,29,0.4936
vagina,eject,2,6,161,0.4936
an,aerate,2,7,138,0.4936
cigarette,interfere,2,7,138,0.4936
mound,eject,2,6,161,0.4936
groundwater,grout,22,1084,32,0.4936
bore,demand,4,160,17,0.4936
touch,flash,2,42,23,0.4936
rhombus,step,2,11,88,0.4934
lightning,reclaim,2,22,44,0.4934
ppm,range,6,161,31,0.4934
resuspension,scatter,2,8,121,0.4934
round,step,2,11,88,0.4934
district,reclaim,4,62,44,0.4933
assessment,test,2,17,57,0.4933
meth,disappear,2,19,51,0.4933
wo,disclose,6,17,294,0.4933
metabolite,culture,4,31,88,0.4933
cabbage,regenerate,5,11,346,0.4933
csp,manufacture,2,2,485,0.4932
gear,electroplate,2,194,5,0.4932
actinobacteria,manufacture,2,2,485,0.4932
exchange,regenerate,123,1315,346,0.4932
warner,manufacture,2,2,485,0.4932
chloroflexus,manufacture,2,2,485,0.4932
hydroxylpropyl,manufacture,2,2,485,0.4932
brine,electrodialyze,2,485,2,0.4932
phylum,manufacture,2,2,485,0.4932
middle,focculate,2,324,3,0.493
intensity,aspect,2,243,4,0.493
intensity,centre,2,243,4,0.493
orp,differentiate,6,218,23,0.493
destruction,deepen,3,89,20,0.493
drinking,suwon,2,486,2,0.493
lamp,export,2,324,3,0.493
dredge,dredge,3,13,137,0.493
drinking,ozoneize,2,486,2,0.493
drinking,collate,2,486,2,0.493
ceramic,sinter,3,54,33,0.4929
cloth,interview,3,198,9,0.4929
discharging,rinse,3,18,99,0.4929
conveyance,convey,34,80,836,0.4929
quantity,centre,3,446,4,0.4928
avt,suppress,10,13,828,0.4928
cable,rout,7,395,16,0.4928
metering,meter,11,264,47,0.4928
honeycomb,pulverize,3,19,94,0.4927
dot,assign,2,15,65,0.4927
roof,encompass,2,195,5,0.4927
repairing,age,2,15,65,0.4927
diversion,merge,7,88,72,0.4926
network,georeference,18,1441,18,0.4926
motion,reciprocate,15,172,115,0.4925
adsorption,acclimatize,3,448,4,0.4924
epoxide,undergo,2,6,163,0.4924
pinion,slide,5,20,192,0.4924
bypass,bifurcate,3,448,4,0.4924
magnetite,magnetize,2,20,49,0.4923
holder,interpolate,2,89,11,0.4923
spindle,throttle,3,39,46,0.4923
suppressor,sediment,2,11,89,0.4923
sprinkler,fight,2,98,10,0.4923
date,initialize,2,98,10,0.4923
post,preset,2,70,14,0.4923
floe,reflect,2,7,140,0.4923
persimmon,extract,2,3,327,0.4922
daphnia,extract,2,3,327,0.4922
chestnut,extract,2,3,327,0.4922
destination,rake,2,109,9,0.4922
ata,extract,2,3,327,0.4922
subpressure,extract,2,3,327,0.4922
nip,blow,2,3,327,0.4922
mes,extract,2,3,327,0.4922
contactor,purge,3,58,31,0.4921
analytic,initiate,8,116,67,0.492
pavement,seep,3,90,20,0.492
age,record,10,48,226,0.492
necrosis,damage,3,3,600,0.492
soil,grain,46,2033,52,0.492
cable,line,18,395,66,0.492
adhesiveness,melt,3,10,180,0.492
expiration,input,3,5,360,0.492
ethylene,enrich,2,24,41,0.4919
booth,enrich,2,24,41,0.4919
doser,need,2,2,492,0.4919
issue,impact,2,41,24,0.4919
processability,need,2,2,492,0.4919
interconnectability,need,2,2,492,0.4919
organic,boil,6,78,65,0.4918
oilless,interpose,2,5,197,0.4918
asthma,promote,3,4,451,0.4918
resiliency,promote,3,4,451,0.4918
tea,fuse,2,29,34,0.4917
display,blink,6,564,9,0.4917
male,project,3,14,129,0.4917
depth,bury,209,838,1209,0.4917
bubbler,react,3,6,301,0.4917
fouling,sensitize,3,361,5,0.4917
scrubber,spend,2,47,21,0.4916
slurry,slurrye,5,352,11,0.4916
brush,scrap,5,88,44,0.4916
muscle,pour,2,7,141,0.4916
terrain,involve,11,89,141,0.4916
wavelength,scatter,10,90,121,0.4916
child,irradiate,4,15,185,0.4916
grinder,grind,4,38,73,0.4916
lineage,identify,4,4,694,0.4916
interest,reject,2,47,21,0.4916
imaging,synthesize,2,47,21,0.4916
light,aspect,3,452,4,0.4915
flowchart,present,5,57,68,0.4915
button,vacuum,2,76,13,0.4915
winding,wind,10,48,227,0.4915
psd,seek,2,52,19,0.4915
diesel,lubricate,2,52,19,0.4915
compressor,compress,86,415,651,0.4913
bud,face,2,3,330,0.4913
slab,scavenge,2,110,9,0.4913
mirror,scatter,4,23,121,0.4913
sunlight,inactivate,2,66,15,0.4913
binder,blend,2,55,18,0.4913
park,channel,2,45,22,0.4913
updating,read,2,6,165,0.4913
shoe,help,2,9,110,0.4913
leachate,assimilate,2,198,5,0.4913
overload,overload,2,110,9,0.4913
modification,interpret,3,121,15,0.4912
receptacle,abut,3,55,33,0.4912
recirculation,recirculate,12,151,95,0.4912
intensity,reject,6,243,21,0.4912
draw,urge,2,31,32,0.4911
draw,refill,2,31,32,0.4911
width,detour,3,364,5,0.4909
sdi,reflect,3,13,140,0.4909
fauna,destroy,2,7,142,0.4909
voice,recognize,5,30,130,0.4909
supernatent,define,2,3,332,0.4908
push,issue,6,47,109,0.4908
slave,subject,2,3,332,0.4908
night,formulate,2,83,12,0.4908
revolving,define,2,3,332,0.4908
ledger,manage,2,3,332,0.4908
revolving,subject,2,3,332,0.4908
blinking,display,2,2,498,0.4908
centre,regulate,16,46,481,0.4907
register,look,3,11,166,0.4906
fig,see,194,1442,633,0.4906
wave,perturb,3,610,3,0.4904
moisture,dehumidify,7,647,10,0.4904
bicarbonate,terminate,2,20,50,0.4904
dehydrator,cement,4,234,12,0.4904
eq,play,2,13,77,0.4903
dalton,equip,4,4,703,0.4903
generating,transition,5,112,35,0.4903
rolling,roll,2,11,91,0.4903
et,report,2,11,91,0.4903
excavator,excavate,4,21,134,0.4902
memory,retrieve,5,218,18,0.4902
resiliency,sterilize,3,4,459,0.4901
asthma,sterilize,3,4,459,0.4901
criterion,satisfy,11,80,159,0.4901
quantum,embed,3,5,367,0.4901
spectroscopy,analyze,3,5,367,0.4901
mechanism,electroplate,4,564,5,0.49
stub,direct,4,10,282,0.49
simulator,observe,4,13,217,0.49
rail,slide,21,174,192,0.4899
amplitude,underlie,3,40,46,0.4899
scoop,clarify,2,15,67,0.4899
attribute,reference,2,144,7,0.4897
triac,trigger,2,7,144,0.4897
ministry,extinguish,2,16,63,0.4897
hydrocarbon,halogenate,2,63,16,0.4897
neighborhood,harden,2,9,112,0.4897
repeater,inform,2,24,42,0.4897
project,guarantee,2,24,42,0.4897
biotreatment,degrade,2,12,84,0.4897
colloid,believe,2,42,24,0.4897
liner,overlay,4,177,16,0.4896
hair,pretreate,3,26,71,0.4896
accident,preprocesse,7,343,19,0.4896
record,optimize,7,53,123,0.4896
zone,baffle,2,505,2,0.4895
zone,authenticate,2,505,2,0.4895
deodorization,deodorize,7,87,75,0.4895
respect,stripline,2,505,2,0.4895
forecast,pertain,2,101,10,0.4895
culture,inoculate,5,208,19,0.4895
agglomeration,agglomerate,16,213,105,0.4894
boom,fasten,5,7,565,0.4894
shower,choose,4,71,40,0.4893
bush,thread,2,22,46,0.4893
overcurrent,reclaim,2,23,44,0.4893
nut,screw,19,228,127,0.4892
reference,regress,11,1166,11,0.4892
weekday,specify,6,17,306,0.4892
nitrate,denitrate,8,380,21,0.4892
teacher,estimate,8,12,665,0.4892
feldspar,mold,5,21,189,0.4891
pulse,modulate,4,178,16,0.4891
phic,induce,3,4,464,0.489
mold,bisect,2,145,7,0.489
setting,correlate,21,340,99,0.489
gadolinium,dry,4,6,475,0.489
pair,bifurcate,3,464,4,0.489
plan,fetch,2,254,4,0.4889
fuse,repair,4,9,317,0.4889
score,foul,9,45,212,0.4889
compound,deaminate,2,508,2,0.4889
compound,dehalogenate,2,508,2,0.4889
compound,desulfonate,2,508,2,0.4889
compound,realise,2,508,2,0.4889
plan,precast,2,254,4,0.4889
kerb,prefer,2,4,254,0.4889
compound,reconstitute,2,508,2,0.4889
compound,compise,2,508,2,0.4889
calendar,link,3,15,124,0.4888
adjusting,blink,2,113,9,0.4888
nitrite,denitrify,11,130,99,0.4888
annunciator,shut,3,4,465,0.4888
engine,complement,4,238,12,0.4888
server,transmit,132,405,1286,0.4887
retrieval,flush,4,11,260,0.4886
workload,implement,2,4,255,0.4886
acrylic,disappear,2,20,51,0.4886
refrigerant,dehumidify,2,102,10,0.4886
velocity,shed,2,340,3,0.4886
gateway,share,2,34,30,0.4886
amine,boil,4,44,65,0.4886
conjugation,create,4,4,715,0.4886
kneading,slake,2,12,85,0.4886
polysulfone,protect,3,6,311,0.4885
oxide,deionize,8,277,29,0.4885
parallel,number,2,146,7,0.4884
bearing,cap,2,146,7,0.4884
volt,desalt,2,33,31,0.4883
pole,conform,2,64,16,0.4882
bypipe,absorb,3,4,468,0.4882
potential,stream,5,401,10,0.4881
kneader,coagulate,2,9,114,0.488
ccpp,meet,2,6,171,0.488
curb,excavate,3,14,134,0.488
honeycomb,fire,2,19,54,0.488
diode,disconnect,4,48,60,0.488
sealant,excavate,3,14,134,0.488
threshold,exceed,187,659,1334,0.4879
candidate,multiply,6,62,85,0.4879
day,stratify,7,552,12,0.4879
diagram,illustrate,51,381,334,0.4878
fa,denitrify,3,19,99,0.4878
restraint,force,3,8,235,0.4878
ash,fuel,2,343,3,0.4878
concrete,demold,3,627,3,0.4878
trapping,grow,6,22,240,0.4877
jungle,push,5,9,447,0.4877
villager,disinfect,2,5,206,0.4877
hardener,solidify,5,22,183,0.4877
conjugation,combine,4,4,722,0.4877
shipping,put,3,7,269,0.4877
dioxide,calcine,11,277,47,0.4876
sandbox,adhere,2,2,516,0.4875
flora,live,2,6,172,0.4875
circulation,circulate,403,1601,1725,0.4875
wax,catch,4,11,263,0.4875
underground,derive,7,21,317,0.4874
merchant,penetrate,3,3,629,0.4874
kiln,fire,3,35,54,0.4873
injection,inject,424,1729,1725,0.4873
watering,water,4,63,46,0.4873
lcr,house,2,9,115,0.4872
victim,utilize,2,3,345,0.4872
levitation,scoop,2,69,15,0.4872
return,return,202,802,1235,0.4872
profile,correlate,14,189,99,0.4871
nitrification,istreate,2,518,2,0.4871
jetting,center,2,28,37,0.4871
landfill,paint,2,148,7,0.4871
lattice,label,2,74,14,0.4871
conductivity,invalidate,2,519,2,0.4869
deammonium,dewatere,2,3,346,0.4869
sedimenter,reverse,2,6,173,0.4869
lookup,recognize,2,8,130,0.4868
identifier,actuate,2,8,130,0.4868
implantation,actuate,2,8,130,0.4868
conclusion,examine,2,20,52,0.4868
drogue,collapse,2,13,80,0.4868
brake,travel,2,10,104,0.4868
integer,emit,9,37,263,0.4868
inspector,recognize,2,8,130,0.4868
presence,dehalogenate,2,520,2,0.4868
presence,deaminate,2,520,2,0.4868
presence,desulfonate,2,520,2,0.4868
optimum,find,2,3,347,0.4867
casing,case,2,521,2,0.4866
distillation,boil,9,150,65,0.4866
ship,kill,10,131,87,0.4866
mall,live,4,17,172,0.4865
tcs,repeat,2,3,348,0.4864
contactor,polish,2,58,18,0.4864
affect,refer,2,2,522,0.4864
sfa,precede,2,6,174,0.4864
accommodation,cement,2,87,12,0.4864
drought,transform,5,120,34,0.4863
portability,transport,4,5,586,0.4863
preservation,contribute,5,26,157,0.4863
detection,detect,1130,3088,4169,0.4863
pore,preprocesse,8,432,19,0.4863
repose,transport,4,5,586,0.4863
fish,harmonize,3,273,7,0.4862
pout,represent,2,4,262,0.4861
lake,deef,2,524,2,0.4861
rental,analyze,4,8,367,0.4861
manner,reunify,2,524,2,0.4861
fluorine,hydrolyze,3,66,29,0.4861
coli,kill,3,22,87,0.4861
electrodialyzer,concentrate,2,2,524,0.4861
acrylamido,select,5,6,682,0.486
heating,repressurise,6,894,6,0.486
regeneration,soften,66,764,248,0.4859
microbial,establish,2,7,150,0.4859
cam,synthesize,2,50,21,0.4859
behavior,outflowe,2,75,14,0.4859
interrupt,interrupt,2,10,105,0.4859
williams,capture,2,6,175,0.4859
distillation,reheat,2,150,7,0.4859
underflow,extract,4,9,327,0.4858
comb,grow,3,8,240,0.4858
forecast,own,3,101,19,0.4858
staff,partition,4,16,184,0.4858
gear,engage,27,194,259,0.4858
corona,emit,2,4,263,0.4857
schedule,plan,6,39,138,0.4857
actuation,impart,2,27,39,0.4856
completion,expire,2,81,13,0.4856
stator,cross,2,13,81,0.4856
effort,retrofit,2,81,13,0.4856
draw,bias,2,31,34,0.4855
coagulation,preprocesse,8,435,19,0.4855
index,survey,7,357,19,0.4855
electrodeionization,desalt,2,34,31,0.4855
foam,reticulate,2,211,5,0.4854
chuck,join,2,5,211,0.4854
underpressure,lay,2,4,264,0.4854
resin,thermosette,24,1627,26,0.4854
fault,miss,2,66,16,0.4854
human,impact,2,44,24,0.4854
database,record,32,287,226,0.4854
theory,originate,2,32,33,0.4854
soybean,delay,2,11,96,0.4854
frost,urge,2,33,32,0.4854
retrieval,permit,2,11,96,0.4854
acetate,aggregate,4,17,174,0.4853
mains,isolate,2,7,151,0.4853
cao,collapse,4,37,80,0.4852
package,shift,3,28,69,0.4852
vibration,perturb,3,644,3,0.4852
floodgate,water,2,23,46,0.4852
catalyst,oxidise,2,265,4,0.485
record,predefine,2,53,20,0.485
prosecution,reinforce,3,3,645,0.485
scooping,guide,3,3,645,0.485
labor,distort,2,106,10,0.485
sac,reinforce,3,3,645,0.485
exposure,decontaminate,2,53,20,0.485
tn,inhabit,3,38,51,0.4849
radionuclide,bond,3,19,102,0.4849
banban,crush,2,2,531,0.4848
biofouling,forego,2,59,18,0.4848
abc,see,12,24,633,0.4848
reagent,benefit,2,118,9,0.4848
capacitor,charge,8,46,181,0.4848
sulfate,discontinue,3,194,10,0.4848
strut,contract,2,9,118,0.4848
skill,depart,2,38,28,0.4847
mud,pinch,4,229,13,0.4847
microfilter,pip,3,27,72,0.4846
feeding,infiltrate,10,157,74,0.4846
agglomeration,detour,2,213,5,0.4846
account,georeference,3,108,18,0.4846
shrinkage,short,2,97,11,0.4844
clay,whiten,2,267,4,0.4843
spirit,deodorize,3,26,75,0.4843
pill,inputte,3,13,150,0.4843
nitrite,polymerize,3,130,15,0.4843
unity,assemble,2,3,356,0.4843
terrain,dictate,2,89,12,0.4843
consumption,reopen,12,727,21,0.4843
blockage,dictate,6,455,12,0.4842
fibre,sense,24,56,763,0.4842
building,source,2,535,2,0.4841
hardening,burst,2,21,51,0.4841
insertion,strain,2,357,3,0.4841
event,ease,8,698,12,0.4841
pulverizer,sprinkle,2,17,63,0.4841
plural,incorporate,2,10,107,0.4841
storm,ease,6,456,12,0.484
throughput,halogenate,2,67,16,0.484
flash,preprocesse,3,103,19,0.484
variation,group,4,200,15,0.4839
flue,vent,2,37,29,0.4839
sample,magnify,2,537,2,0.4838
distillate,evacuate,3,40,49,0.4838
shell,engrave,2,179,6,0.4838
date,allocate,3,98,20,0.4838
may,issue,3,18,109,0.4837
scum,scoop,7,460,15,0.4837
evaporator,evaporate,71,448,479,0.4837
overrun,output,24,57,753,0.4837
uncertainty,issue,3,18,109,0.4837
liner,unfold,4,177,17,0.4836
lr,concentrate,5,8,524,0.4836
retractor,lift,2,2,538,0.4836
arrange,position,2,2,539,0.4835
condensation,condense,48,313,384,0.4835
pre,reference,2,154,7,0.4835
beam,harmonize,2,154,7,0.4835
intersection,weight,2,49,22,0.4835
haafp,output,4,4,753,0.4835
dissolution,supersaturate,2,359,3,0.4835
toxicity,knead,2,49,22,0.4835
fov,position,2,2,539,0.4835
inclusion,imply,2,77,14,0.4835
pre,map,2,154,7,0.4835
cutting,retreat,2,83,13,0.4834
rotation,rotate,329,964,2169,0.4834
flocculant,flocculate,35,638,118,0.4834
rule,retrieve,2,60,18,0.4833
pss,elute,2,8,135,0.4833
year,repaint,2,360,3,0.4833
mems,oppose,2,15,72,0.4833
electrosorption,adsorb,3,5,394,0.4833
aggregation,exfoliate,2,180,6,0.4833
pine,elute,2,8,135,0.4833
germanium,elute,2,8,135,0.4833
extrudate,melt,2,6,180,0.4833
hydrolysis,utilise,3,197,10,0.4833
halide,elute,2,8,135,0.4833
anode,bifurcate,3,493,4,0.4832
microfiltration,deionize,3,68,29,0.4832
formwork,reinforce,37,127,645,0.4832
cable,prestresse,3,395,5,0.4831
lamp,light,5,324,13,0.4831
cec,pulverize,3,21,94,0.4831
phenol,degrade,4,36,84,0.4831
gasket,rub,4,126,24,0.4831
association,survey,2,57,19,0.483
guide,guide,167,1189,645,0.483
emptying,empty,3,19,104,0.483
cage,backwash,3,52,38,0.483
turnbuckle,fasten,8,15,565,0.4829
microscope,observe,2,5,217,0.4829
sprayer,spray,13,24,725,0.4829
mountain,decay,6,79,70,0.4829
bragg,deform,2,6,181,0.4828
ingestion,denitrify,3,20,99,0.4828
feeling,charge,2,6,181,0.4828
epoxide,charge,2,6,181,0.4828
band,engrave,2,181,6,0.4828
protein,alter,3,60,33,0.4828
tissue,help,3,18,110,0.4828
mbbr,propagate,2,6,181,0.4828
checking,localize,3,44,45,0.4828
soda,calcine,5,90,47,0.4827
elasticity,warp,2,68,16,0.4826
matrix,present,2,16,68,0.4826
sms,photograph,2,16,68,0.4826
hydrogel,deliver,6,24,231,0.4826
mpu,photograph,2,16,68,0.4826
transmittance,irradiate,6,30,185,0.4825
contractor,issue,2,10,109,0.4824
customs,investigate,2,10,109,0.4824
erosion,differ,8,99,86,0.4824
allocation,issue,2,10,109,0.4824
calculator,deviate,2,14,78,0.4823
salting,subject,3,6,332,0.4823
chute,launch,2,42,26,0.4823
pulsation,spin,2,39,28,0.4823
leos,display,3,4,498,0.4823
axis,rejoin,2,364,3,0.4823
mantle,propagate,3,11,181,0.4823
deadline,manage,3,6,332,0.4823
updating,regard,2,6,182,0.4823
kneading,roll,2,12,91,0.4823
jetting,pivot,2,28,39,0.4823
cart,propel,2,26,42,0.4823
hcfc,replace,2,2,547,0.4821
regularity,estimate,3,3,665,0.4821
metalloid,withdraw,3,15,133,0.4821
overlap,belong,2,15,73,0.482
gram,belong,2,15,73,0.482
insulating,insulate,3,9,222,0.482
dust,combust,2,365,3,0.482
seawater,desalinate,15,723,30,0.482
agglomeration,aggravate,5,213,20,0.482
resin,regenerate,135,1627,346,0.482
calendar,register,2,15,73,0.482
ceria,insulate,3,9,222,0.482
curve,readjust,3,200,10,0.4819
embankment,analyse,3,50,40,0.4819
dock,dredge,2,8,137,0.4819
ani,inhibit,3,5,400,0.4819
snowmelt,shield,2,9,122,0.4818
ignition,roll,3,22,91,0.4818
uranium,solidify,2,6,183,0.4818
floc,kick,2,549,2,0.4818
group,select,89,446,682,0.4817
agitation,agitate,12,146,107,0.4817
realization,contribute,2,7,157,0.4817
ocher,homogenize,2,50,22,0.4816
rehabilitation,impregnate,5,47,91,0.4816
superiority,exclude,2,10,110,0.4816
solvent,discontinue,2,110,10,0.4816
potential,sensitize,3,401,5,0.4816
contour,superimpose,2,22,50,0.4816
stud,embed,2,3,367,0.4815
decant,embed,2,3,367,0.4815
cge,analyze,2,3,367,0.4815
dyvar,analyze,2,3,367,0.4815
cesspool,embed,2,3,367,0.4815
methylamine,recover,3,5,402,0.4814
attenuation,attenuate,2,38,29,0.4814
mol,charge,6,31,181,0.4814
mbbr,maximize,3,6,335,0.4814
displacement,inscribe,2,184,6,0.4813
parcel,plan,2,8,138,0.4813
service,translate,2,276,4,0.4813
cr,plat,2,23,48,0.4813
ac,pulsate,2,85,13,0.4812
coating,coat,26,260,190,0.4811
mmvf,delay,3,21,96,0.4811
occasion,accompany,2,7,158,0.4811
flash,desalinate,4,103,30,0.481
input,inputte,60,1137,150,0.481
face,machine,2,123,9,0.481
learning,acquire,33,168,419,0.4809
determination,determine,441,810,4041,0.4809
escape,report,4,34,91,0.4809
respect,centre,3,505,4,0.4809
curing,impregnate,9,113,91,0.4809
micom,check,2,2,554,0.4809
polarity,reverse,12,91,173,0.4809
applicator,evaporate,5,9,479,0.4808
starter,irradiate,2,6,185,0.4808
fog,vaporize,3,27,75,0.4807
coagulation,coagulate,26,435,114,0.4806
lock,restrain,4,94,33,0.4806
collapse,compact,4,107,29,0.4806
main,launch,5,166,26,0.4806
decontamination,spend,2,53,21,0.4805
flank,cover,4,5,621,0.4805
mercury,circuit,2,53,21,0.4805
command,issue,17,243,109,0.4804
infrastructure,level,5,206,21,0.4804
handle,grip,5,173,25,0.4804
phosphour,release,2,2,557,0.4804
pedestrian,fail,3,29,70,0.4804
leader,characterise,2,4,279,0.4803
supernatant,antagonize,2,372,3,0.4803
il,follow,3,3,678,0.4803
locating,characterise,2,4,279,0.4803
motokawa,follow,3,3,678,0.4803
stabilization,reintroduce,2,124,9,0.4803
underpressure,characterise,2,4,279,0.4803
roc,characterise,2,4,279,0.4803
silvering,characterise,2,4,279,0.4803
expulsion,characterise,2,4,279,0.4803
shoe,get,2,9,124,0.4803
supernatant,dephosphate,2,372,3,0.4803
notice,notify,3,11,185,0.4802
acetate,permeate,5,17,255,0.4802
plunger,reciprocate,7,62,115,0.4802
steam,steam,5,868,5,0.4801
perspective,enlarge,6,72,79,0.48
nmf,correct,2,4,280,0.4799
caso,harden,2,10,112,0.4799
concrete,cure,47,627,191,0.4799
incinerator,dehydrate,12,67,237,0.4799
overrun,indicate,27,57,925,0.4799
bag,paint,2,160,7,0.4799
trunk,owe,2,51,22,0.4798
couple,bond,2,11,102,0.4798
cellulose,aggregate,5,25,174,0.4798
fluoride,flush,9,40,260,0.4797
spunbond,select,3,3,682,0.4797
mixture,antiscale,3,682,3,0.4797
δrgb,select,3,3,682,0.4797
ethylbenzene,select,3,3,682,0.4797
tetramethylbenzene,select,3,3,682,0.4797
lifting,lift,52,259,538,0.4797
cumene,select,3,3,682,0.4797
acrylate,select,3,3,682,0.4797
trimethylbenzene,select,3,3,682,0.4797
vapor,vaporize,18,387,75,0.4796
silicon,radiate,4,64,49,0.4796
disk,unlock,3,256,8,0.4796
principle,strive,2,225,5,0.4795
array,terminate,3,41,50,0.4795
minute,demold,2,375,3,0.4795
inference,update,3,18,114,0.4794
decision,learn,5,52,84,0.4794
permeate,demineralize,2,141,8,0.4793
usage,resemble,2,376,3,0.4793
apatite,pulverize,2,12,94,0.4793
syringe,trap,2,8,141,0.4793
mechanism,denaturate,2,564,2,0.4793
mechanism,inverter,2,564,2,0.4793
curing,chop,2,113,10,0.4791
ranking,record,2,5,226,0.4791
buried,record,2,5,226,0.4791
sump,tunnel,2,565,2,0.4791
preheater,evacuate,3,42,49,0.4791
verge,freeze,2,3,377,0.479
necrosis,freeze,2,3,377,0.479
extinguishant,freeze,2,3,377,0.479
diffusion,diffuse,19,200,158,0.479
litre,handle,2,11,103,0.4789
hydrogel,react,7,24,301,0.4789
truck,reciprocate,6,50,115,0.4789
nitrate,nitrate,7,380,19,0.4789
crystallizer,claim,2,11,103,0.4789
molecule,bind,21,205,179,0.4788
steelmaking,hydrate,2,42,27,0.4788
lubricity,cut,3,5,413,0.4788
feldspar,fire,2,21,54,0.4788
hydrocarbon,favor,2,63,18,0.4788
cec,fire,2,21,54,0.4788
abutment,align,2,16,71,0.4786
conveyor,cement,4,264,12,0.4786
adt,aerate,3,15,138,0.4786
alkalinity,practice,2,142,8,0.4786
modification,belong,8,121,73,0.4785
subspace,derive,4,10,317,0.4785
overrun,lower,30,57,1095,0.4784
sangkwang,seat,2,5,228,0.4783
impactor,stir,2,2,570,0.4783
excess,yield,2,60,19,0.4783
impactorafter,stir,2,2,570,0.4783
server,access,11,405,35,0.4783
epdm,seat,2,5,228,0.4783
percolator,regenerate,3,6,346,0.4783
wlg,stir,2,2,570,0.4783
tin,immobilize,2,30,38,0.4783
warning,issue,11,130,109,0.4783
ram,realize,5,32,138,0.4783
yaw,stack,2,6,190,0.4783
sulfoxide,stir,2,2,570,0.4783
plow,seat,2,5,228,0.4783
cutting,cut,20,83,413,0.4783
recharge,undergo,2,7,163,0.4782
graph,dash,2,127,9,0.4781
expression,express,5,59,75,0.4781
aspect,interrogate,2,571,2,0.4781
classification,rinse,12,163,99,0.4781
mouthpiece,eliminate,3,5,416,0.4781
preheating,preheat,2,11,104,0.478
cart,scrap,2,26,44,0.478
checking,cooperate,2,44,26,0.478
life,extend,128,483,1106,0.478
collision,rush,2,104,11,0.478
decision,decide,2,52,22,0.478
carrier,forbid,2,572,2,0.478
sesa,wash,4,5,638,0.4779
server,retrieve,7,405,18,0.4779
robot,discover,6,132,44,0.4779
